name,url
INIA,https://www.inia.uy/
MGAP,https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/
Ministerio de Ambiente,https://www.gub.uy/ministerio-ambiente/
Universidad ORT,https://www.ort.edu.uy/
Universidad de la República (IECON),https://fcea.udelar.edu.uy/instituto-economia.html
Universidad de la República (IMFIA),https://www.fing.edu.uy/imfia/
University of Sydney,https://www.sydney.edu.au/
